1,2,5,4,1,13,3,22,25,24,21,33,23,7,10,27,30
2,2,5,4,16,14,3,32,31,28,36,34,23,9,10,29,30
3,2,5,8,1,14,3,22,31,24,36,33,23,9,10,27,30
4,2,5,8,16,13,3,32,25,28,21,34,23,7,10,29,30
5,2,11,4,1,14,3,32,25,24,36,34,23,7,10,27,30
6,2,11,4,16,13,3,22,31,28,21,33,23,9,10,29,30
7,2,11,8,1,13,3,32,31,24,21,34,23,9,10,29,30
8,2,11,8,16,14,3,22,25,28,36,33,23,7,10,27,30
9,12,5,4,1,14,3,22,25,28,21,34,23,9,10,27,30
10,12,5,4,16,13,3,32,31,24,36,33,23,7,10,29,30
11,12,5,8,1,13,3,22,31,28,36,34,23,7,10,29,30
12,12,5,8,16,14,3,32,25,24,21,33,23,9,10,27,30
13,12,11,4,1,13,3,32,25,28,36,33,23,9,10,29,30
14,12,11,4,16,14,3,22,31,24,21,34,23,7,10,27,30
15,12,11,8,1,14,3,32,31,28,21,33,23,7,10,29,30
16,12,11,8,16,13,3,22,25,24,36,34,23,9,10,27,30
17,2,5,4,1,14,3,32,31,24,21,33,26,7,10,29,30
18,2,5,4,16,13,3,22,25,28,36,34,26,9,10,27,30
19,2,5,8,1,13,3,32,25,24,36,33,26,9,10,29,30
20,2,5,8,16,14,3,22,31,28,21,34,26,7,10,27,30
21,2,11,4,1,13,3,22,31,24,36,34,26,7,10,29,30
22,2,11,4,16,14,3,32,25,28,21,33,26,9,10,27,30
23,2,11,8,1,14,3,22,25,24,21,34,26,9,10,29,30
24,2,11,8,16,13,3,32,31,28,36,33,26,7,10,27,30
25,12,5,4,1,13,3,32,31,28,21,34,26,9,10,27,30
26,12,5,4,16,14,3,22,25,24,36,33,26,7,10,29,30
27,12,5,8,1,14,3,32,25,28,36,34,26,7,10,27,30
28,12,5,8,16,13,3,22,31,24,21,33,26,9,10,29,30
29,12,11,4,1,14,3,22,31,28,36,33,26,9,10,27,30
30,12,11,4,16,13,3,32,25,24,21,34,26,7,10,29,30
31,12,11,8,1,13,3,22,25,28,21,33,26,7,10,27,30
32,12,11,8,16,14,3,32,31,24,36,34,26,9,10,29,30
33,2,5,4,1,13,3,32,25,28,21,33,37,7,10,29,30
34,2,5,4,16,14,3,22,31,24,36,34,37,9,10,27,30
35,2,5,8,1,14,3,32,31,28,36,33,37,9,10,29,30
36,2,5,8,16,13,3,22,25,24,21,34,37,7,10,27,30
37,2,11,4,1,14,3,22,25,28,36,34,37,7,10,29,30
38,2,11,4,16,13,3,32,31,24,21,33,37,9,10,27,30
39,2,11,8,1,13,3,22,31,28,21,34,37,9,10,27,30
40,2,11,8,16,14,3,32,25,24,36,33,37,7,10,29,30
41,12,5,4,1,14,3,32,31,24,36,34,37,7,10,27,30
42,12,5,4,16,13,3,22,25,28,21,33,37,9,10,29,30
43,12,5,8,1,13,3,32,25,24,21,34,37,9,10,29,30
44,12,5,8,16,14,3,22,31,28,36,33,37,7,10,27,30
45,12,11,4,1,13,3,22,31,24,21,33,37,7,10,29,30
46,12,11,4,16,14,3,32,25,28,36,34,37,9,10,27,30
47,12,11,8,1,14,3,22,25,24,36,33,37,9,10,27,30
48,12,11,8,16,13,3,32,31,28,21,34,37,7,10,29,30
49,2,5,4,1,14,6,22,31,28,21,33,23,7,10,29,30
50,2,5,4,16,13,6,32,25,24,36,34,23,9,10,27,30
51,2,5,8,1,13,6,22,25,28,36,33,23,9,10,29,30
52,2,5,8,16,14,6,32,31,24,21,34,23,7,10,27,30
53,2,11,4,1,13,6,32,31,28,36,34,23,7,10,27,30
54,2,11,4,16,14,6,22,25,24,21,33,23,9,10,29,30
55,2,11,8,1,14,6,32,25,28,21,34,23,9,10,27,30
56,2,11,8,16,13,6,22,31,24,36,33,23,7,10,29,30
57,12,5,4,1,13,6,22,31,24,36,34,23,9,10,29,30
58,12,5,4,16,14,6,32,25,28,21,33,23,7,10,27,30
59,12,5,8,1,14,6,22,25,24,21,34,23,7,10,29,30
60,12,5,8,16,13,6,32,31,28,36,33,23,9,10,27,30
61,12,11,4,1,14,6,32,31,24,21,33,23,9,10,27,30
62,12,11,4,16,13,6,22,25,28,36,34,23,7,10,29,30
63,12,11,8,1,13,6,32,25,24,36,33,23,7,10,27,30
64,12,11,8,16,14,6,22,31,28,21,34,23,9,10,29,30
65,2,5,4,1,13,6,22,25,24,21,34,26,7,10,27,30
66,2,5,4,16,14,6,32,31,28,36,33,26,9,10,29,30
67,2,5,8,1,14,6,22,31,24,36,34,26,9,10,27,30
68,2,5,8,16,13,6,32,25,28,21,33,26,7,10,29,30
69,2,11,4,1,14,6,32,25,24,36,33,26,7,10,29,30
70,2,11,4,16,13,6,22,31,28,21,34,26,9,10,27,30
71,2,11,8,1,13,6,32,31,24,21,33,26,9,10,27,30
72,2,11,8,16,14,6,22,25,28,36,34,26,7,10,29,30
73,12,5,4,1,14,6,22,25,28,36,33,26,9,10,29,30
74,12,5,4,16,13,6,32,31,24,21,34,26,7,10,27,30
75,12,5,8,1,13,6,22,31,28,21,33,26,7,10,27,30
76,12,5,8,16,14,6,32,25,24,36,34,26,9,10,29,30
77,12,11,4,1,13,6,32,25,28,21,34,26,9,10,29,30
78,12,11,4,16,14,6,22,31,24,36,33,26,7,10,27,30
79,12,11,8,1,14,6,32,31,28,36,34,26,7,10,29,30
80,12,11,8,16,13,6,22,25,24,21,33,26,9,10,27,30
81,2,5,4,1,14,6,32,25,24,21,34,37,9,10,29,30
82,2,5,4,16,13,6,22,31,28,36,33,37,7,10,27,30
83,2,5,8,1,13,6,32,31,24,36,34,37,7,10,29,30
84,2,5,8,16,14,6,22,25,28,21,33,37,9,10,27,30
