1,12,11,8,16,14,3,32,31,28,36,34,23,9,10,29,30
2,2,5,4,1,13,3,22,25,24,21,33,26,7,10,27,30
3,12,5,8,1,14,3,22,31,24,36,33,37,9,10,27,30
4,2,11,4,16,13,6,32,25,28,21,34,23,7,10,29,30
5,12,5,8,16,14,6,22,25,28,36,33,26,7,10,29,30
6,2,11,4,1,14,6,32,31,24,21,34,37,9,10,27,30
7,12,5,4,1,13,17,22,31,28,36,34,23,7,10,27,30
8,2,11,8,16,13,17,32,25,24,21,33,26,9,10,29,30
9,12,11,8,16,14,17,22,25,28,21,33,37,7,10,27,30
10,2,5,4,1,13,17,32,25,28,36,34,37,9,10,29,30
11,2,5,4,1,13,17,22,31,28,21,34,26,7,10,29,30
12,2,5,8,1,13,17,22,31,24,36,33,23,9,10,29,30
